date,A101-HU101,A102-HU102,A103A-HU103A,A103B-HU103B,A104-HU104,A202-HU202,A203-HU203,A204-HU204,A206-HU206,A207-HU207,A302-HU302,A303-HU303,A305-HU305,A306-HU306,A401-HU401,A402A-HU402A,A402B-HU402B,A403-HU403,A404A-HU404A,A404B-HU404B,A405-HU405,A407-HU407,A408A-HU408A,A408B-HU408B,A409A-HU409A,A409B-HU409B,A409C-HU409C,A500-HU500,A501-HU501,A502-HU502,A507-HU507,A508-HU508,A509-HU509,A510-HU510,A511-HU511,A512-HU512
1926-09-30,9.777,58.218,72.349,53.00500000000001,63.963,101.627,64.797,26.636000000000003,86.90400000000001,107.63099999999996,75.79299999999998,86.69400000000002,67.75300000000001,144.95100000000002,33.43699999999999,21.105999999999995,1.5760000000000003,65.148,56.88,2.604,89.607,32.528,7.22,11.550999999999998,14.619000000000003,8.697000000000003,6.826999999999998,15.58,12.8,5.444000000000001,8.91,17.11,20.038,81.18,1.3500000000000003,3.79
1926-10-31,6.107999999999997,28.828,43.52200000000001,31.87200000000001,20.458,73.84700000000001,32.861,12.481,23.48400000000001,40.097,37.24199999999999,64.809,37.768,78.001,13.702,47.815,3.247,28.141,92.187,4.236000000000001,60.84199999999999,26.51,15.823,23.812,22.96699999999999,14.037000000000004,10.719,2.88,6.470000000000001,2.76,9.99,19.18,10.158,91.02,1.5200000000000002,4.25
1926-11-30,0.7010000000000001,3.221,20.419,14.965000000000002,9.842,41.89799999999999,1.7729999999999997,7.097,3.082,2.619,9.213000000000005,27.757,9.842000000000002,7.118,0.5060000000000001,20.508000000000003,1.525,0.382,9.997,0.4569999999999999,5.779,0.577,1.903,3.0460000000000003,1.382,0.917,0.6400000000000001,0.0,0.33,0.148,0.7100000000000002,1.36,0.548,6.43,0.0999999999999999,0.3
1926-12-31,0.282,0.263,9.001999999999999,6.594999999999998,7.803000000000001,27.78100000000001,0.326,7.800000000000002,0.185,0.8390000000000002,5.544999999999999,15.128000000000002,8.477999999999998,3.247,0.0,31.85499999999999,2.058,0.0,10.337,0.478,1.7399999999999998,0.0,0.099,0.164,0.0,0.0,0.0,0.0,0.06,0.025,0.25,0.49,0.099,2.45,0.02,0.11
1927-01-31,0.081,0.226,4.899000000000001,3.5680000000000005,2.039,10.991999999999996,0.288,7.435999999999999,0.317,0.243,8.455,13.434000000000005,4.69,4.58,0.5000000000000001,35.775000000000006,2.297,1.257,18.555,0.845,8.575999999999999,6.564,5.924,9.511,8.699999999999998,5.756000000000001,4.058,0.0,0.06,0.019,2.45,4.71,0.09,22.37,0.37,1.0499999999999998
1927-02-28,0.0,0.5450000000000002,3.0380000000000007,2.224,1.7969999999999997,2.1420000000000003,0.407,6.834,0.959,0.194,10.058,32.053,7.709999999999997,11.205000000000002,0.147,36.46,2.346,0.26,19.325000000000003,0.8979999999999999,15.896,2.26,3.325,5.328000000000001,3.939000000000002,2.611999999999999,1.8260000000000003,0.0,0.08,0.029,1.5200000000000005,2.91,0.126,13.79,0.22,0.6399999999999999
1927-03-31,0.355,8.583000000000002,10.738999999999995,7.873000000000003,6.926,9.323,15.428,9.113999999999995,8.433000000000002,5.901999999999999,35.051,76.40100000000001,38.07999999999999,76.23599999999999,36.68299999999999,82.351,2.673,15.316,132.032,6.807,113.168,47.8,29.168,40.927,35.385000000000005,25.528,19.11,0.22,3.05,1.295,18.07,34.69,4.769,164.61,2.75,7.69
1927-04-30,5.601000000000004,48.764,114.99599999999997,80.01099999999998,111.563,183.916,77.68,54.339,77.88100000000003,62.63900000000001,87.59899999999999,94.14900000000002,78.59600000000002,183.821,54.78999999999998,46.26699999999999,3.148000000000001,73.3,110.32,5.340000000000001,149.7,63.21,19.505000000000003,29.371,28.256999999999994,17.089000000000002,13.497,9.33,15.34,6.527,17.150000000000002,32.92,24.021,156.25,2.61,7.299999999999999
1927-05-31,9.462000000000002,72.188,150.90499999999994,101.01600000000002,171.94199999999998,224.77799999999996,155.163,58.13699999999999,201.859,174.501,122.15700000000004,143.402,112.20600000000002,284.39,80.15200000000002,67.386,3.943,171.77299999999997,184.182,10.268,241.894,118.802,36.825,51.117,47.69799999999999,40.109,30.104,15.84,32.120000000000005,13.71,35.77,68.71000000000001,50.45100000000001,326.09000000000003,5.45,15.24
1927-06-30,10.622,81.482,163.71900000000002,105.49499999999996,186.132,271.1829999999999,167.11,77.06099999999998,283.8390000000001,183.581,129.772,172.10000000000002,124.128,322.916,82.20599999999999,94.499,0.0,177.155,209.336,14.846,298.298,122.333,39.788,1.495,57.018,47.46,39.099,19.3,38.74,16.482,45.09,86.60999999999999,60.642,411.03,6.869999999999997,19.21
1927-07-31,11.694999999999991,54.64089999999999,174.429,116.561,200.856,288.1539999999999,154.868,80.335,285.75034400000004,189.954,136.462,185.803,125.872,356.418,79.993,87.634,0.0,174.757,230.335,15.373,305.596,128.743,45.868,1.594,61.179,49.926,41.55600000000001,27.91,43.52,18.508,49.290000000000006,94.68,68.116,459.35120000000006,7.5000000000000036,21.0
1927-08-31,11.106000000000002,80.656,153.261,102.58699999999996,170.77,228.34300000000007,153.97700000000003,66.35499999999998,219.77600000000004,184.26800000000003,114.28800000000004,158.934,106.249983,304.259,63.69199999999998,77.72200000000001,5.306,135.608,207.375,13.482,249.445,110.318,38.984,1.466,55.047,45.487,36.429,34.41,33.76,14.361999999999998,40.010000000000005,76.84,52.842,364.66,6.1,17.04
1927-09-30,9.777,58.218,72.349,53.00500000000001,63.963,101.627,64.797,26.636000000000003,86.90400000000001,107.63099999999996,75.79299999999998,86.69400000000002,67.75300000000001,144.95100000000002,33.43699999999999,21.105999999999995,1.5760000000000003,65.148,56.88,2.604,89.607,32.528,7.22,11.550999999999998,14.619000000000003,8.697000000000003,6.826999999999998,15.58,12.8,5.444000000000001,8.91,17.11,20.038,81.18,1.3500000000000003,3.79
1927-10-31,6.107999999999997,28.828,43.52200000000001,31.87200000000001,20.458,73.84700000000001,32.861,12.481,23.48400000000001,40.097,37.24199999999999,64.809,37.768,78.001,13.702,47.815,3.247,28.141,92.187,4.236000000000001,60.84199999999999,26.51,16.811,25.361,22.96699999999999,14.037000000000004,10.719,2.88,6.470000000000001,2.76,9.99,19.18,10.158,91.02,1.5200000000000002,4.25
1927-11-30,0.7010000000000001,3.221,20.419,14.965000000000002,9.842,41.89799999999999,1.7729999999999997,7.097,3.082,2.619,9.213000000000005,27.757,9.842000000000002,7.118,0.5060000000000001,20.508000000000003,1.525,0.382,9.997,0.4569999999999999,5.779,0.577,1.903,3.0460000000000003,1.382,0.917,0.6400000000000001,0.0,0.33,0.148,0.7100000000000002,1.36,0.548,6.43,0.0999999999999999,0.3
1927-12-31,0.282,0.263,9.001999999999999,6.594999999999998,7.803000000000001,27.78100000000001,0.326,7.800000000000002,0.185,0.8390000000000002,5.544999999999999,15.128000000000002,8.477999999999998,3.247,0.0,31.85499999999999,2.058,0.0,10.337,0.478,1.7399999999999998,0.0,0.099,0.164,0.0,0.0,0.0,0.0,0.06,0.025,0.25,0.49,0.099,2.45,0.02,0.11
1928-01-31,0.081,0.226,4.899000000000001,3.5680000000000005,2.039,10.991999999999996,0.288,7.435999999999999,0.317,0.243,8.455,13.434000000000005,4.69,4.58,0.5000000000000001,35.775000000000006,2.372,1.257,18.555,0.845,8.575999999999999,6.564,5.924,9.511,8.699999999999998,5.635000000000001,4.058,0.0,0.06,0.019,2.45,4.71,0.09,22.37,0.37,1.0499999999999998
1928-02-29,0.0,0.5450000000000002,3.0380000000000007,2.224,1.7969999999999997,2.1420000000000003,0.407,6.834,0.959,0.194,10.058,32.053,7.709999999999997,11.205000000000002,0.147,36.46,2.423,0.26,19.325000000000003,0.8979999999999999,15.896,2.26,3.325,5.328000000000001,3.939000000000002,2.611999999999999,1.8260000000000003,0.0,0.08,0.029,1.5200000000000005,2.91,0.126,13.79,0.22,0.6399999999999999
1928-03-31,0.355,8.583000000000002,10.738999999999995,7.873000000000003,6.926,9.323,15.428,9.113999999999995,8.433000000000002,5.901999999999999,35.051,76.40100000000001,38.07999999999999,76.23599999999999,36.06499999999999,79.36,2.673,15.316,132.032,6.807,113.168,47.8,29.168,40.927,34.068000000000005,25.528,19.11,0.22,3.05,1.295,18.07,34.69,4.769,164.61,2.75,7.69
1928-04-30,5.601000000000004,48.764,114.99599999999997,82.706,111.563,183.916,77.68,54.339,77.88100000000003,62.63900000000001,84.95599999999999,94.14900000000002,78.59600000000002,173.813,54.78999999999998,46.26699999999999,3.148000000000001,73.3,110.32,5.340000000000001,140.894,63.21,19.505000000000003,29.332,27.105408000000004,17.089000000000002,13.497,9.33,15.34,6.527,17.150000000000002,32.92,24.021,156.25,2.61,7.299999999999999
1928-05-31,9.462000000000002,72.188,148.18899999999994,101.01600000000002,160.4886408604615,224.77799999999996,155.163,58.13699999999999,201.859,174.501,119.09600000000005,143.402,112.20600000000002,284.39,77.06900000000002,67.386,3.943,171.77299999999997,184.182,10.268,241.894,118.802,34.422,47.27,45.499,40.109,30.104,15.84,32.120000000000005,13.71,35.77,68.71000000000001,50.45100000000001,326.09000000000003,5.45,15.24
1928-06-30,10.622,81.482,163.71900000000002,109.40199999999996,165.577,271.1829999999999,157.49900000000002,74.86499999999998,283.8390000000001,185.623,129.772,172.10000000000002,124.128,322.916,79.044,94.499,6.451,167.313,209.336,14.846,298.298,122.333,39.716,1.38,54.162000000000006,47.46,38.133,19.3,38.74,16.482,45.09,86.60999999999999,60.642,411.03,6.869999999999997,19.21
1928-07-31,11.694999999999991,54.64089999999999,174.429,116.561,178.675,288.1539999999999,154.868,80.335,285.75034400000004,189.954,133.043,185.803,125.872,356.418,79.993,95.601,6.524,165.048,230.335,15.373,305.596,128.743,43.07984669010071,1.594,35.484,49.926,41.55600000000001,27.91,43.52,18.508,49.290000000000006,94.68,68.116,449.33,7.5000000000000036,21.0
1928-08-31,11.106000000000002,83.584,150.502,102.58699999999996,152.984,228.34300000000007,153.97700000000003,66.35499999999998,219.77600000000004,184.26800000000003,114.28800000000004,155.679,103.78300000000002,304.664,63.69199999999998,77.72200000000001,5.306,135.608,207.375,13.482,249.445,110.318,38.914,1.353,53.120000000000005,45.487,35.529,34.41,33.76,14.361999999999998,40.010000000000005,76.84,52.842,364.66,6.1,17.04
1928-09-30,9.777,58.218,72.349,53.00500000000001,63.963,101.627,64.797,26.636000000000003,86.90400000000001,107.63099999999996,75.79299999999998,86.69400000000002,67.75300000000001,144.95100000000002,33.43699999999999,21.105999999999995,1.5760000000000003,65.148,56.88,2.604,89.607,32.528,7.22,11.550999999999998,14.619000000000003,8.697000000000003,6.683999999999998,15.58,12.8,5.444000000000001,8.91,17.11,20.038,81.18,1.3500000000000003,3.79
1928-10-31,6.107999999999997,28.828,43.52200000000001,31.87200000000001,20.458,73.84700000000001,32.861,12.481,23.48400000000001,40.097,37.24199999999999,62.387,37.768,78.001,13.702,47.815,3.247,28.141,92.187,4.236000000000001,60.84199999999999,26.51,15.823,23.78,22.96699999999999,14.037000000000004,10.719,2.88,6.470000000000001,2.76,9.99,19.18,10.158,91.02,1.5200000000000002,4.25
1928-11-30,0.7010000000000001,3.221,20.419,14.965000000000002,9.842,41.89799999999999,1.7729999999999997,7.097,3.082,2.619,9.213000000000005,27.34,9.842000000000002,7.118,0.5060000000000001,20.508000000000003,1.525,0.382,9.997,0.4569999999999999,5.779,0.577,1.903,3.0460000000000003,1.382,0.917,0.6400000000000001,0.0,0.33,0.148,0.7100000000000002,1.36,0.548,6.43,0.0999999999999999,0.3
1928-12-31,0.282,0.263,9.001999999999999,6.594999999999998,7.803000000000001,27.78100000000001,0.326,7.800000000000002,0.185,0.8390000000000002,5.544999999999999,15.128000000000002,8.477999999999998,3.247,0.0,31.01299999999999,2.058,0.0,10.337,0.478,1.7399999999999998,0.0,0.099,0.164,0.0,0.0,0.0,0.0,0.06,0.025,0.25,0.49,0.099,2.45,0.02,0.11
1929-01-31,0.081,0.226,4.899000000000001,3.5680000000000005,2.039,10.991999999999996,0.288,7.435999999999999,0.317,0.243,8.455,13.434000000000005,4.69,4.58,0.5000000000000001,35.775000000000006,2.372,1.257,18.555,0.845,8.575999999999999,6.564,5.924,9.511,8.699999999999998,5.635000000000001,4.058,0.0,0.06,0.019,2.45,4.71,0.09,22.37,0.37,1.0499999999999998
1929-02-28,0.0,0.5450000000000002,3.0380000000000007,2.224,1.7969999999999997,2.1420000000000003,0.407,6.834,0.959,0.194,10.058,31.571,7.709999999999997,11.205000000000002,0.147,36.46,2.423,0.26,19.325000000000003,0.8979999999999999,15.101,2.26,3.325,5.328000000000001,3.939000000000002,2.611999999999999,1.8260000000000003,0.0,0.08,0.029,1.5200000000000005,2.91,0.126,13.79,0.22,0.6399999999999999
1929-03-31,0.355,8.583000000000002,10.738999999999995,7.873000000000003,6.926,9.323,15.428,9.113999999999995,8.433000000000002,5.901999999999999,35.051,76.40100000000001,38.07999999999999,76.23599999999999,34.75199999999999,82.351,2.673,15.316,132.032,6.807,113.168,47.8,27.381,38.066,34.068000000000005,25.528,19.11,0.22,3.05,1.295,18.07,34.69,4.769,164.61,2.75,7.69
1929-04-30,5.601000000000004,48.764,114.99599999999997,82.706,109.27916999999998,183.916,77.68,54.339,77.88100000000003,62.63900000000001,84.95599999999999,90.494,78.59600000000002,183.821,54.78999999999998,46.26699999999999,3.148000000000001,73.3,110.32,5.340000000000001,140.894,63.21,19.505000000000003,29.332,26.736,17.089000000000002,12.787,9.33,15.34,6.527,17.150000000000002,32.92,24.021,156.25,2.61,7.299999999999999
1929-05-31,9.462000000000002,72.188,148.18899999999994,101.01600000000002,154.92,224.77799999999996,150.03262256524943,58.13699999999999,201.859,174.501,119.09600000000005,146.07099999999997,112.20600000000002,284.39,77.06900000000002,67.386,3.943,171.77299999999997,184.182,10.268,241.894,118.802,34.422,47.27,45.499,39.056,30.104,15.84,32.120000000000005,13.71,35.77,68.71000000000001,50.45100000000001,326.09000000000003,5.45,15.24
1929-06-30,10.622,81.482,163.71900000000002,109.40199999999996,175.906,271.1829999999999,149.6495,74.86499999999998,276.03300000000013,185.623,125.52699999999996,172.10000000000002,124.128,322.916,79.044,94.499,6.451,167.36194263763426,209.336,14.846,298.298,122.333,39.716,1.38,54.162000000000006,47.46,36.79900000000001,19.3,38.74,16.482,45.09,86.60999999999999,60.642,411.03,6.869999999999997,19.21
1929-07-31,11.694999999999991,53.398,174.429,116.561,189.821,288.1539999999999,155.088,80.335,285.75034400000004,189.954,133.043,185.803,125.872,356.418,79.993,95.601,6.524,174.757,230.335,15.373,305.596,128.743,1.6610000000000005,1.594,35.484,49.926,41.55600000000001,27.91,43.52,18.508,49.290000000000006,94.68,68.116,459.35120000000006,7.5000000000000036,21.0
1929-08-31,11.106000000000002,80.656,150.502,102.58699999999996,161.877,228.34300000000007,153.97700000000003,66.35499999999998,219.77600000000004,184.26800000000003,114.28800000000004,155.679,103.78300000000002,304.259,63.69199999999998,77.72200000000001,5.306,135.608,207.375,13.482,249.445,110.318,38.914,1.353,53.120000000000005,45.487,35.529,34.41,33.76,14.361999999999998,40.010000000000005,76.84,52.842,364.66,6.1,17.04
1929-09-30,9.777,58.218,72.349,53.00500000000001,63.963,101.627,64.797,26.636000000000003,86.90400000000001,107.63099999999996,75.79299999999998,86.69400000000002,67.75300000000001,144.95100000000002,33.43699999999999,21.105999999999995,1.5760000000000003,65.148,56.88,2.604,89.607,32.528,7.22,11.550999999999998,14.619000000000003,8.697000000000003,6.683999999999998,15.58,12.8,5.444000000000001,8.91,17.11,20.038,81.18,1.3500000000000003,3.79
1929-10-31,6.107999999999997,28.828,43.52200000000001,31.87200000000001,20.458,73.84700000000001,32.861,12.481,23.48400000000001,40.097,37.24199999999999,62.387,37.768,78.001,13.702,47.815,3.247,28.141,92.187,4.236000000000001,60.84199999999999,26.51,15.823,23.78,22.96699999999999,14.037000000000004,10.719,2.88,6.470000000000001,2.76,9.99,19.18,10.158,91.02,1.5200000000000002,4.25
1929-11-30,0.7010000000000001,3.221,20.419,14.965000000000002,9.842,41.89799999999999,1.7729999999999997,7.097,3.082,2.619,9.213000000000005,27.757,9.842000000000002,7.118,0.5060000000000001,20.508000000000003,1.525,0.382,9.997,0.4569999999999999,5.779,0.577,1.903,3.0460000000000003,1.382,0.917,0.6400000000000001,0.0,0.33,0.148,0.7100000000000002,1.36,0.548,6.43,0.0999999999999999,0.3
1929-12-31,0.282,0.263,9.001999999999999,6.594999999999998,7.803000000000001,27.78100000000001,0.326,7.800000000000002,0.185,0.8390000000000002,5.544999999999999,15.128000000000002,8.477999999999998,3.247,0.0,31.01299999999999,2.058,0.0,10.337,0.478,1.7399999999999998,0.0,0.099,0.164,0.0,0.0,0.0,0.0,0.06,0.025,0.25,0.49,0.099,2.45,0.02,0.11
1930-01-31,0.081,0.226,4.899000000000001,3.5680000000000005,2.039,10.991999999999996,0.288,7.435999999999999,0.317,0.243,8.455,13.434000000000005,4.69,4.58,0.5000000000000001,35.775000000000006,2.372,1.257,18.555,0.845,8.575999999999999,6.564,5.924,9.511,8.699999999999998,5.635000000000001,4.058,0.0,0.06,0.019,2.45,4.71,0.09,22.37,0.37,1.0499999999999998
1930-02-28,0.0,0.5450000000000002,3.0380000000000007,2.224,1.7969999999999997,2.1420000000000003,0.407,6.834,0.959,0.194,10.058,31.571,7.709999999999997,11.205000000000002,0.147,36.46,2.423,0.26,19.325000000000003,0.8979999999999999,15.101,2.26,3.325,5.328000000000001,3.939000000000002,2.611999999999999,1.8260000000000003,0.0,0.08,0.029,1.5200000000000005,2.91,0.126,13.79,0.22,0.6399999999999999
1930-03-31,0.355,8.583000000000002,10.738999999999995,7.873000000000003,6.926,9.323,15.428,9.113999999999995,8.433000000000002,5.901999999999999,35.051,76.40100000000001,38.07999999999999,76.23599999999999,34.75199999999999,79.36,2.673,15.316,132.032,6.807,113.168,47.8,27.381,40.927,34.068000000000005,25.528,19.11,0.22,3.05,1.295,18.07,34.69,4.769,164.61,2.75,7.69
1930-04-30,5.601000000000004,48.764,114.99599999999997,82.706,111.563,183.916,77.68,54.339,77.88100000000003,62.63900000000001,84.95599999999999,90.494,78.59600000000002,183.821,54.78999999999998,46.26699999999999,3.148000000000001,73.3,110.32,5.340000000000001,140.894,63.21,19.505000000000003,29.332,26.736,17.089000000000002,12.787,9.33,15.34,6.527,17.150000000000002,32.92,24.021,156.25,2.61,7.299999999999999
1930-05-31,9.462000000000002,72.188,148.18899999999994,101.01600000000002,154.92,224.77799999999996,149.6495,58.13699999999999,201.859,174.501,119.09600000000005,146.07099999999997,112.20600000000002,284.39,77.06900000000002,67.386,3.943,171.77299999999997,184.182,10.268,241.894,118.802,34.422,47.27,45.499,39.056,30.104,15.84,32.120000000000005,13.71,35.77,68.71000000000001,50.45100000000001,326.09000000000003,5.45,15.24
1930-06-30,10.622,81.482,163.71900000000002,109.40199999999996,175.906,271.1829999999999,149.6495,74.86499999999998,283.8390000000001,185.623,129.772,172.10000000000002,124.128,322.916,79.044,94.499,6.451,177.155,209.336,14.846,298.298,122.333,39.716,1.38,54.162000000000006,47.46,38.133,19.3,38.74,16.482,45.09,86.60999999999999,60.642,411.03,6.869999999999997,19.21
1930-07-31,11.694999999999991,53.398,174.429,116.561,189.821,288.1539999999999,149.6495,80.335,285.75034400000004,189.954,133.043,185.803,125.872,356.418,79.993,95.601,6.524,174.757,230.335,15.373,305.596,128.743,1.6610000000000005,1.594,35.484,49.926,41.55600000000001,27.91,43.52,18.508,49.290000000000006,94.68,68.116,459.35120000000006,7.5000000000000036,21.0
1930-08-31,11.106000000000002,83.584,150.502,102.58699999999996,161.877,228.34300000000007,149.6495,66.35499999999998,219.77600000000004,184.26800000000003,114.28800000000004,155.679,103.78300000000002,304.664,63.69199999999998,77.72200000000001,5.306,135.608,207.375,13.482,249.445,110.318,38.914,1.353,53.120000000000005,45.487,35.529,34.41,33.76,14.361999999999998,40.010000000000005,76.84,52.842,364.66,6.1,17.04
1930-09-30,9.777,58.218,72.349,53.00500000000001,63.963,101.627,64.797,26.636000000000003,86.90400000000001,107.63099999999996,75.79299999999998,86.69400000000002,67.75300000000001,144.95100000000002,33.43699999999999,21.105999999999995,1.5760000000000003,65.148,56.88,2.604,89.607,32.528,7.22,11.550999999999998,14.619000000000003,8.697000000000003,6.683999999999998,15.58,12.8,5.444000000000001,8.91,17.11,20.038,81.18,1.3500000000000003,3.79
1930-10-31,6.107999999999997,28.828,43.52200000000001,31.87200000000001,20.458,73.84700000000001,32.861,12.481,23.48400000000001,40.097,37.24199999999999,62.387,37.768,78.001,13.702,47.815,3.247,28.141,92.187,4.236000000000001,60.84199999999999,26.51,15.823,23.78,22.96699999999999,14.037000000000004,10.719,2.88,6.470000000000001,2.76,9.99,19.18,10.158,91.02,1.5200000000000002,4.25
1930-11-30,0.7010000000000001,3.221,20.419,14.965000000000002,9.842,41.89799999999999,1.7729999999999997,7.097,3.082,2.619,9.213000000000005,27.34,9.842000000000002,7.118,0.5060000000000001,20.508000000000003,1.525,0.382,9.997,0.4569999999999999,5.779,0.577,1.903,3.0460000000000003,1.382,0.917,0.6400000000000001,0.0,0.33,0.148,0.7100000000000002,1.36,0.548,6.43,0.0999999999999999,0.3
1930-12-31,0.282,0.263,9.001999999999999,6.594999999999998,7.803000000000001,27.78100000000001,0.326,7.800000000000002,0.185,0.8390000000000002,5.544999999999999,15.128000000000002,8.477999999999998,3.247,0.0,31.01299999999999,2.058,0.0,10.337,0.478,1.7399999999999998,0.0,0.099,0.164,0.0,0.0,0.0,0.0,0.06,0.025,0.25,0.49,0.099,2.45,0.02,0.11
1931-01-31,0.081,0.226,4.899000000000001,3.5680000000000005,2.039,10.991999999999996,0.288,7.435999999999999,0.317,0.243,8.455,13.434000000000005,4.69,4.58,0.5000000000000001,35.775000000000006,2.372,1.257,18.555,0.845,8.575999999999999,6.564,5.924,9.511,8.699999999999998,5.635000000000001,4.058,0.0,0.06,0.019,2.45,4.71,0.09,22.37,0.37,1.0499999999999998
1931-02-28,0.0,0.5450000000000002,3.0380000000000007,2.224,1.7969999999999997,2.1420000000000003,0.407,6.834,0.959,0.194,10.058,31.571,7.709999999999997,11.205000000000002,0.147,36.46,2.423,0.26,19.325000000000003,0.8979999999999999,15.896,2.26,3.325,5.328000000000001,3.939000000000002,2.611999999999999,1.8260000000000003,0.0,0.08,0.029,1.5200000000000005,2.91,0.126,13.79,0.22,0.6399999999999999
1931-03-31,0.355,8.583000000000002,10.738999999999995,7.873000000000003,6.926,9.323,15.428,9.113999999999995,8.433000000000002,5.901999999999999,35.051,76.40100000000001,38.07999999999999,76.23599999999999,36.06499999999999,82.351,2.673,15.316,132.032,6.807,113.168,47.8,27.381,38.066,34.068000000000005,25.528,19.11,0.22,3.05,1.295,18.07,34.69,4.769,164.61,2.75,7.69
